,loss,acc
0,0.13474354220105322,0.9370248249108842
1,0.008072083377490396,0.9971131643803
2,0.0053176379946006875,0.997893072718339
3,0.00546791269393678,0.997799718980309
4,0.004609041387908724,0.9982580641190782
5,0.004007444363556427,0.998499938909956
6,0.004189836039717088,0.998381645559407
7,0.003493736427392067,0.9986212836752693
8,0.003465560146585683,0.998704891410663
9,0.0024618930227320855,0.99908206788756
10,0.0028533447653611307,0.998934920743215
11,0.0026289231772869555,0.9989549616257921
12,0.002066922083031386,0.9992187777869135
13,0.002524491680095897,0.9990944570774655
14,0.0021653149995982997,0.9991804267005097
15,0.0025260649429275756,0.9990981945888602
16,0.0020032112343025747,0.9992780959863456
17,0.002008125896916537,0.9992420210255136
18,0.0015990327877870244,0.9993946397904869
19,0.002181427074548547,0.9992383864286135
20,0.0016459375625122808,0.9993754530982147
21,0.0016590409426197824,0.9993747326967527
22,0.001591949610386325,0.9993805593723873
23,0.0019162830066692968,0.9992770496889841
24,0.0015412175197911401,0.9994121524069807
25,0.001651829353151776,0.9993774702223085
26,0.0012793803510922777,0.9994976211794846
27,0.001363032423449754,0.9994821822900566
28,0.0016509097950154472,0.9993626762637131
29,0.0015359610984338073,0.99942908355658
30,0.0009742417199396455,0.9996181906556054
31,0.0009614330070074849,0.9996162678697984
32,0.0013041365010204905,0.9995256911078803
33,0.001390648069632367,0.999446716239984
34,0.0011861462894786927,0.9995475570074945
35,0.001057976982560471,0.9995903917353788
36,0.0013033274150572435,0.9994911444272926
37,0.0012046222902898068,0.9995501092869601
38,0.0008911725133448075,0.9996379210794573
39,0.0008842122204821195,0.9996409313284236
40,0.0009579070106319574,0.999616856197659
41,0.0010790436727220105,0.9995857845965049
42,0.0009849946892513766,0.9996074035013323
43,0.0009199697781846651,0.99964087301021
44,0.000944176440151482,0.9996242300211955
45,0.0011154609683544287,0.999571616701085
46,0.0007676216240816502,0.9996929168701172
47,0.0008153951654198961,0.9996697302344891
48,0.000858273546955977,0.9996539740253696
49,0.0009838017420851618,0.9996181649269817
50,0.0008979308603288733,0.9996802909768743
51,0.0010232736339596629,0.9996128442476122
52,0.000973761953815915,0.9996218509811292
53,0.0007961808350301522,0.9996850010302427
54,0.0006993794067835657,0.9997171257897247
55,0.0010139608980581942,0.9996134908936865
56,0.0006653055040502465,0.9997319420464605
57,0.0009066637929653742,0.9996356535300934
58,0.0005933399015506596,0.9997579262410994
59,0.0007832760024579617,0.9996850147521753
60,0.0008452113679791935,0.9996884864011257
61,0.0006576022172489927,0.999741533677355
62,0.0007439296138380728,0.9997025685344668
63,0.0006691559739017243,0.9997312610955547
64,0.000649194701502716,0.9997347378902298
65,0.0007076706752355258,0.9997180142848612
66,0.000765482369427596,0.9996961998424941
67,0.00061188141037308,0.9997465387522746
68,0.0005716482237468829,0.9997659570021595
69,0.0005570407887743183,0.9997676156407638
70,0.000521495781318375,0.9997936461469252
71,0.0005751555588614806,0.9997744491632036
72,0.0006412889788734639,0.9997446211121923
73,0.0004684680774673927,0.9998049959004354
74,0.0005440326423674032,0.9997759122642682
75,0.0006876306869206856,0.9997264378362423
76,0.0005836898581168393,0.9997664081106941
77,0.0004692485589716624,0.9998033355465896
78,0.0007444334081575113,0.999767565898758
79,0.0005060853403611879,0.9997914472072245
80,0.000537243438936961,0.9997841865896321
81,0.0005000662974106221,0.9997993836299979
82,0.0005108831072830857,0.9997861488259954
83,0.0007003305537777738,0.9997339197199979
84,0.0005202309914513678,0.9997829876357703
85,0.0005193024384516975,0.9997841797286658
86,0.0005181820682298539,0.9997892842875967
