,model_name,threshold,mask_name,eps,min_samples,buds_predicted,true_positive_x,true_positive_y,true_positive_distance,true_positive_norm_distance
0,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0001.png,10,50,1,520.5793370944994,515.7087447108604,0.9806714035059555,0.016548829934163
1,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0010.png,10,50,1,489.12728026533995,484.25787728026535,1.4056086878974188,0.0275809844282197
2,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0015.png,10,50,1,556.3745874587459,439.76237623762376,18.330786614665655,0.2343424425170325
3,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0018.png,10,50,3,462.8757836990596,451.74882445141066,5.321386587090329,0.0907054531890397
4,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0021.png,10,50,0,,,,
5,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0025.png,10,50,1,554.8992063492063,428.6,1.8364477429051065,0.032114047317641115
6,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0036.png,10,50,1,469.60213143872113,439.7270574304322,7.091664659043297,0.10056457237088709
7,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0037.png,10,50,1,522.5064808813999,499.6652624756967,3.6827316586050003,0.06325302467069657
8,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0043.png,10,50,0,,,,
9,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0049.png,10,50,1,409.8245214220602,546.4238833181404,2.5511870740802447,0.03913752897736739
10,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0052.png,10,50,1,454.00231864855914,542.3100364359059,1.702706215983495,0.02193371556848968
11,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0058.png,10,50,0,,,,
12,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0059.png,10,50,0,,,,
13,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0061.png,10,50,0,,,,
14,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0062.png,10,50,0,,,,
15,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0063.png,10,50,0,,,,
16,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0067.png,10,50,0,,,,
17,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0068.png,10,50,1,545.0985685071574,431.16155419222906,1.6067112463359259,0.024426353407134012
18,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0070.png,10,50,2,532.6016427104723,536.5909650924025,4.061301585742279,0.05959518631252258
19,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0071.png,10,50,1,409.3224,492.6912,0.8280695622953578,0.01236608306525147
20,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0076.png,10,50,2,500.3576437587658,451.93408134642357,10.142570452946918,0.18705560261582432
21,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0078.png,10,50,1,516.1800225733634,503.2680586907449,2.3315428434927385,0.03643035692957404
22,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0083.png,10,50,1,521.5626500240038,444.27412385981756,6.685971030327728,0.0878021487445762
23,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0084.png,10,50,1,513.9827503593675,536.2735984666986,2.694236489153544,0.05773363905329024
24,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0086.png,10,50,1,454.6355066771406,540.349567949725,3.4267881713917463,0.06461122948853154
25,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0087.png,10,50,0,,,,
26,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0094.png,10,50,1,490.15907365223995,569.7995444191343,0.8152151280526153,0.015610502452071358
27,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0103.png,10,50,1,535.884289276808,499.0009975062344,12.613946421741678,0.17350264141874414
28,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0106.png,10,50,1,471.63878787878787,526.6072727272727,4.362531215272181,0.05734877289449131
29,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0110.png,10,50,1,459.76990376202974,492.4685039370079,0.8674885911008909,0.01197840351084079
30,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0113.png,10,50,1,498.13919611545725,571.4459131373078,0.9694440951739127,0.01681969767397921
31,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0119.png,10,50,1,525.5816235504014,514.7988403211418,0.3097869292276324,0.006784524192869511
32,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0120.png,10,50,1,446.0259860788863,547.8199535962877,2.8685884404003303,0.040392673197336665
33,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0121.png,10,50,1,512.5238450074515,540.1546199701937,7.917648356821301,0.11560091094744215
34,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0122.png,10,50,1,496.01251360174103,513.2165397170838,2.759933155527759,0.043698941629189525
35,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0134.png,10,50,1,552.5769230769231,542.5110722610723,5.770896165408917,0.07699931681374257
36,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0136.png,10,50,2,516.1254071661238,517.356134636265,8.219524482811808,0.09476393517804876
37,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0141.png,10,50,1,502.885231316726,538.4012455516014,1.068710144795845,0.01903639945417599
38,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0150.png,10,50,1,507.57597292724193,516.2043993231811,3.4313431936800955,0.03832025118333963
39,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0163.png,10,50,1,524.7040446304045,549.8942817294281,1.4305226119457108,0.016874956308134417
40,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0174.png,10,50,1,503.1907335907336,527.5092664092664,1.5406267575374604,0.021866465433176108
41,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0175.png,10,50,1,530.2370415277356,552.7996362534101,0.33059459929519863,0.0071522870039826625
42,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0182.png,10,50,1,549.5417422867514,496.62341197822144,8.317361206282913,0.09347192207376302
43,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0183.png,10,50,1,502.38848444738585,566.2286565188617,1.3724241736541969,0.019956167831196234
44,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0187.png,10,50,2,546.1262334127255,512.9547465124192,6.991716075092623,0.09579995583660565
45,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0189.png,10,50,2,534.4342105263158,516.8815789473684,13.192598970257112,0.2630520550272815
46,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0191.png,10,50,1,508.14562569213734,561.7013658176448,11.643265478538119,0.1589238822501611
47,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0213.png,10,50,0,,,,
48,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0258.png,10,50,0,,,,
49,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0281.png,10,50,1,490.0305295950156,525.3183800623053,2.7993588676298784,0.053680887376425235
50,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0282.png,10,50,0,,,,
51,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0304.png,10,50,0,,,,
52,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0321.png,10,50,0,,,,
53,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0323.png,10,50,3,487.64554147209253,417.8145430286858,10.941776165021977,0.09761288210657128
54,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0330.png,10,50,3,523.0370370370371,506.75308641975306,71.53864960593633,0.33890483938982474
55,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0336.png,10,50,1,595.7208145319912,530.3801342126576,0.439614691714581,0.002276347876792435
56,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0354.png,10,50,1,573.2362511164987,446.810960826847,4.077202222186222,0.020632149029173884
57,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0370.png,10,50,0,,,,
58,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0372.png,10,50,1,427.8133905579399,482.5012017167382,36.038286991046334,0.16048299675700323
59,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0374.png,10,50,1,519.6578385933936,389.7494298536011,8.252079784043127,0.04128937391945736
60,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0377.png,10,50,1,491.2575834727577,412.1697097548556,2.1832100661630762,0.013597352903332097
61,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0378.png,10,50,1,517.2241700449216,491.09795113399804,1.4198567645003999,0.010198063958735232
62,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0379.png,10,50,0,,,,
63,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0381.png,10,50,1,466.51597356100245,445.1945056458276,3.7962350740946937,0.024150156163325626
64,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0396.png,10,50,1,509.85610917750506,530.8453929291079,2.8790580083370507,0.019724315682116814
65,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0398.png,10,50,1,418.7207187222715,520.6262200532387,4.165909156372266,0.029446530495190873
66,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0417.png,10,50,1,550.2723984706004,507.13692259997936,4.693661170534576,0.04093309160349922
67,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0429.png,10,50,1,560.0157922912206,538.0682548179872,0.5202887735296953,0.007769799162224432
68,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0430.png,10,50,1,571.8620230700976,541.0299467613132,2.3731278271375116,0.02912475060577855
69,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0431.png,10,50,1,578.3878520246626,536.0621563072821,2.2343033134410692,0.018302848744814592
70,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0440.png,10,50,1,493.8576064134377,529.2910860851307,9.585540602490388,0.1418912260237064
71,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0441.png,10,50,1,634.6488076803964,497.38394239702694,7.126598089803067,0.05837929260457611
72,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0443.png,10,50,0,,,,
73,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0450.png,10,50,1,492.07155262243833,555.8866967697118,0.582674885514971,0.004105485884369577
74,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0453.png,10,50,1,400.1439268611232,490.64666956900305,1.6013633174794462,0.011330400831222498
75,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0456.png,10,50,1,408.96094470046086,502.9203917050691,19.603175143335083,0.15677894812501403
76,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0460.png,10,50,1,594.9335076578259,494.75102726933136,59.41393129529349,0.5434201033106113
77,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0463.png,10,50,1,459.5518222711833,468.1451390801432,3.6455074353754906,0.0265163525741213
78,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0465.png,10,50,1,567.4486083716853,472.2682445759369,35.23749106273916,0.23880829786494914
79,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0468.png,10,50,1,442.53610917422054,480.65205697778663,7.519324339658266,0.054458625850529296
80,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0476.png,10,50,1,487.6991710798987,516.6705042597283,1.9585440670658727,0.017036304707080726
81,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0479.png,10,50,1,474.57542310522444,459.9121903360314,1.2255835574555691,0.010942710334424724
82,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0480.png,10,50,1,511.6083180987203,464.5013711151737,2.0015619475230872,0.017591853054402133
83,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0485.png,10,50,1,481.35046177348795,560.0284702451219,11.077410680524293,0.07537552630397076
84,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0487.png,10,50,1,483.9982306104394,468.33072839870243,2.6064436245352267,0.025350856578692772
85,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0491.png,10,50,3,466.4516868653783,578.3969210612512,3.3972646136780242,0.022749539823736772
86,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0493.png,10,50,1,551.4876891395828,492.28203062046737,1.241069421130446,0.010577296202816304
87,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0494.png,10,50,1,599.2563011456629,510.31440261865794,1.9245096310212528,0.014212735240036606
88,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0517.png,10,50,2,491.50983771362917,642.1732012063766,37.606644385400216,0.11710985194317156
89,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0523.png,10,50,1,530.8886387253204,468.5258630643113,2.6288842425405963,0.007293925322469529
90,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0527.png,10,50,0,,,,
91,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0535.png,10,50,2,499.8858329262335,483.356961406937,52.14160083501561,0.14244973387633675
92,0FCMN16rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0540.png,10,50,1,510.69810200059396,552.3177731580226,9.757859405423456,0.03435017206701686
