,model_name,threshold,mask_name,eps,min_samples,buds_predicted,true_positive_x,true_positive_y,true_positive_distance,true_positive_norm_distance
0,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0001.png,10,50,1,521.520380839036,511.4454031538233,5.278305331551712,0.08907140246993515
1,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0010.png,10,50,2,489.1436525612472,484.1748329621381,1.3395973680648672,0.02628570416987748
2,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0015.png,10,50,1,560.3616012641559,458.2954964445615,1.0199840877373252,0.013039569303460122
3,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0018.png,10,50,1,457.60746920937623,450.13865713150574,5.703871708518295,0.09722508594065277
4,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0021.png,10,50,0,,,,
5,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0025.png,10,50,1,556.4889447236181,428.3492462311558,1.1508068715666426,0.020124213427655024
6,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0036.png,10,50,1,465.7539288668321,449.44086021505376,3.4201495883321087,0.04850002042277675
7,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0037.png,10,50,1,525.3050349136347,500.6850422638736,2.2928990745736115,0.03938185433427959
8,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0043.png,10,50,0,,,,
9,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0049.png,10,50,1,410.2651821862348,545.2234817813766,1.431153702848025,0.021955198850509478
10,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0052.png,10,50,1,455.03494548504335,539.1845121610288,2.361728103382151,0.03042302423249909
11,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0058.png,10,50,0,,,,
12,0FCMN32rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,01_0059.png,10,50,0,,,,
